Time (sE-1),Position,Force
83.5,-0.01,0.00
83.6,-0.01,0.00
83.7,-0.01,0.00
83.8,-0.01,0.00
83.9,-0.01,0.00
84,-0.01,0.00
84.1,-0.01,0.00
84.2,-0.01,0.00
84.3,-0.01,0.00
84.4,-0.01,0.00
84.5,-0.01,0.00
84.6,-0.01,0.00
84.7,-0.01,0.00
84.8,-0.01,0.00
84.9,0.00,0.00
85,0.00,0.00
85.1,0.00,0.00
85.2,0.00,0.00
85.3,0.00,0.00
85.4,0.00,0.00
85.5,0.00,0.00
85.6,0.00,0.00
85.7,0.00,0.00
85.8,0.00,0.00
85.9,0.00,0.00
86,0.00,0.00
86.1,0.00,0.00
86.2,0.00,0.00
86.3,0.00,0.00
86.4,0.00,0.00
86.5,0.00,0.00
86.6,0.00,0.00
86.7,0.00,0.00
86.8,0.00,0.00
86.9,0.00,0.00
87,0.00,0.00
87.1,0.00,0.00
87.2,0.00,0.00
87.3,0.00,0.00
87.4,0.00,0.00
87.5,0.00,0.00
87.6,0.00,0.00
87.7,0.00,0.00
87.8,0.00,0.00
87.9,0.00,0.00
88,0.00,0.00
88.1,0.00,0.00
88.2,0.00,0.00
88.3,0.00,0.00
88.4,0.00,0.00
88.5,0.00,0.00
88.6,0.00,0.00
88.7,0.00,0.00
88.8,0.00,0.00
88.9,0.00,0.00
89,0.00,0.00
89.1,0.00,0.00
89.2,0.00,0.00
89.3,0.00,0.00
89.4,0.00,0.00
89.5,0.00,0.00
89.6,0.00,0.00
89.7,0.00,0.00
89.8,0.00,0.00
89.9,0.00,0.00
90,0.00,0.00
90.1,0.00,0.00
90.2,0.00,0.00
90.3,0.00,0.00
90.4,0.00,0.00
90.5,0.00,0.00
90.6,0.00,0.00
90.7,0.00,0.00
90.8,0.00,0.00
90.9,0.00,0.00
91,0.00,0.00
91.1,0.00,0.00
91.2,0.00,0.00
91.3,0.00,0.00
91.4,0.00,0.00
91.5,0.00,0.00
91.6,0.00,0.00
91.7,0.00,0.00
91.8,0.00,0.00
91.9,0.00,0.00
92,0.00,0.00
92.1,0.00,0.00
92.2,0.00,0.00
92.3,0.00,0.00
92.4,0.00,0.00
92.5,0.00,0.00
92.6,0.00,0.00
92.7,0.00,0.00
92.8,0.00,0.00
92.9,0.00,0.00
93,0.00,0.00
93.1,0.00,0.00
93.2,0.00,0.00
93.3,0.00,0.00
93.4,0.00,0.00
93.5,0.00,0.00
93.6,0.00,0.00
93.7,0.00,0.00
93.8,0.00,0.00
93.9,0.00,0.00
94,0.00,0.00
94.1,0.00,0.00
94.2,0.00,0.00
94.3,0.00,0.00
94.4,0.00,0.00
94.5,0.00,0.00
94.6,0.00,0.00
94.7,0.00,0.00
94.8,0.00,0.00
94.9,0.00,0.00
95,0.00,0.00
95.1,0.00,0.00
95.2,0.00,0.00
95.3,0.00,0.00
95.4,0.00,0.00
95.5,0.00,0.00
95.6,0.00,0.00
95.7,0.00,0.00
95.8,0.00,0.00
95.9,0.00,0.00
96,0.00,0.00
96.1,0.00,0.00
96.2,0.00,0.00
96.3,0.00,0.00
96.4,0.00,0.00
96.5,0.00,0.00
96.6,0.00,0.00
96.7,0.00,0.00
96.8,0.00,0.00
96.9,0.00,0.00
97,0.00,0.00
97.1,0.00,0.00
97.2,0.00,0.00
97.3,0.00,0.00
97.4,0.00,0.00
97.5,0.00,0.00
97.6,0.00,0.00
97.7,0.00,0.00
97.8,0.00,0.00
97.9,0.00,0.00
98,0.00,0.00
98.1,0.00,0.00
98.2,0.00,0.00
98.3,0.00,0.00
98.4,0.00,0.00
98.5,0.00,0.00
98.6,0.00,0.00
98.7,0.00,0.00
98.8,0.00,0.00
98.9,0.00,0.00
99,0.00,0.00
99.1,0.00,0.00
99.2,0.00,0.00
99.3,0.00,0.00
99.4,0.00,0.00
99.5,0.00,0.00
99.6,0.00,0.00
99.7,0.00,0.00
99.8,0.00,0.00
99.9,0.00,0.00
100,0.00,0.00
100.1,0.00,0.00
100.2,0.00,0.00
100.3,0.00,0.00
100.4,0.00,0.00
100.5,0.00,0.00
100.6,0.00,0.00
100.7,0.00,0.00
100.8,0.00,0.00
100.9,0.00,0.00
101,0.00,0.00
101.1,0.00,0.00
101.2,0.00,0.00
101.3,0.00,0.00
101.4,0.00,0.00
101.5,0.00,0.00
101.6,0.00,0.00
101.7,0.00,0.00
101.8,0.00,0.00
101.9,0.00,0.00
102,0.00,0.00
102.1,0.00,0.00
102.2,0.00,0.00
102.3,0.00,0.00
102.4,0.00,0.00
102.5,0.00,0.00
102.6,0.00,0.00
102.7,0.00,0.00
102.8,0.00,0.00
102.9,0.00,0.00
103,0.00,0.00
103.1,0.00,0.00
103.2,0.00,0.00
103.3,0.00,0.00
103.4,0.00,0.00
103.5,0.00,0.00
103.6,0.00,0.00
103.7,0.00,0.00
103.8,0.00,0.00
103.9,0.00,0.00
104,0.00,0.00
104.1,0.00,0.00
104.2,0.00,0.00
104.3,0.00,0.00
104.4,0.00,0.00
104.5,0.00,0.00
104.6,0.00,0.00
104.7,0.00,0.00
104.8,0.00,0.00
104.9,0.00,0.00
105,0.00,0.00
105.1,0.00,0.00
105.2,0.00,0.00
105.3,0.00,0.00
105.4,0.00,0.00
105.5,0.00,0.00
105.6,0.00,0.00
105.7,0.00,0.00
105.8,0.00,0.00
105.9,0.00,0.00
106,0.00,0.00
106.1,0.00,0.00
106.2,0.00,0.00
106.3,0.00,0.00
106.4,0.00,0.00
106.5,0.00,0.00
106.6,0.00,0.00
106.7,0.00,0.00
106.8,0.00,0.00
106.9,0.00,0.00
107,0.00,0.00
107.1,0.00,0.00
107.2,0.00,0.00
107.3,0.00,0.00
107.4,0.00,0.00
107.5,0.00,0.00
107.6,0.00,0.00
107.7,0.00,0.00
107.8,0.00,0.00
107.9,0.00,0.00
108,0.00,0.00
108.1,0.00,0.00
108.2,0.00,0.00
108.3,0.00,0.00
108.4,0.00,0.00
108.5,0.00,0.00
108.6,0.00,0.00
108.7,0.00,0.00
108.8,0.00,0.00
108.9,0.00,0.00
109,0.00,0.00
109.1,0.00,0.00
109.2,0.00,0.00
109.3,0.00,0.00
109.4,0.00,0.00
109.5,0.00,0.00
109.6,0.00,0.00
109.7,0.00,0.00
109.8,0.00,0.00
109.9,0.00,0.00
110,0.00,0.00
